__v,_id,email,groups,isAdmin,password,subjects,tokenExpiration,username
1,6471ea1d8c0d64b3c26746b0,2023109376@dgu.co.kr,[],false,$2b$10$84u3m7Ah3GjpQ6iIeVMkAO8C/qzUR5OMjtQe7EZUf0O.PdJt55sYu,"[{""$oid"":""6471ea1d8c0d64b3c2674630""},{""$oid"":""6471ea1d8c0d64b3c26745de""},{""$oid"":""6471ea1d8c0d64b3c267464c""},{""$oid"":""6471ea1d8c0d64b3c2674626""},{""$oid"":""6471ea1d8c0d64b3c267461c""},{""$oid"":""6471ea1d8c0d64b3c2674670""}]",0,윤민영
1,6471ea1d8c0d64b3c26746b2,2023653271@dgu.co.kr,[],false,$2b$10$lLz/4j.s8.AT6eYNXvkB.uSg5qVbnQ1M8xMzSMMHQv/hYL9iODQSW,"[{""$oid"":""6471ea1d8c0d64b3c2674650""},{""$oid"":""6471ea1d8c0d64b3c26745da""},{""$oid"":""6471ea1d8c0d64b3c2674600""},{""$oid"":""6471ea1d8c0d64b3c2674618""},{""$oid"":""6471ea1d8c0d64b3c2674696""},{""$oid"":""6471ea1d8c0d64b3c2674680""}]",0,권시윤
1,6471ea1d8c0d64b3c26746b4,2023249029@dgu.co.kr,[],false,$2b$10$Giv4QL45a3DSV/a9UlrnkuUMAoNuxNkOX9bbQUPKwg2bTdfpWszc2,"[{""$oid"":""6471ea1d8c0d64b3c2674608""},{""$oid"":""6471ea1d8c0d64b3c2674624""},{""$oid"":""6471ea1d8c0d64b3c2674628""},{""$oid"":""6471ea1d8c0d64b3c2674654""},{""$oid"":""6471ea1d8c0d64b3c2674660""},{""$oid"":""6471ea1d8c0d64b3c267468e""}]",0,정재윤
1,6471ea1d8c0d64b3c26746b6,2023117372@dgu.co.kr,[],false,$2b$10$fNmEdHoY6lbCdzkm8q5BDOP0mfY7fYtYf1pgiNwGTW7NxmL3bUEW6,"[{""$oid"":""6471ea1d8c0d64b3c2674662""},{""$oid"":""6471ea1d8c0d64b3c2674628""},{""$oid"":""6471ea1d8c0d64b3c2674640""},{""$oid"":""6471ea1d8c0d64b3c26745f6""},{""$oid"":""6471ea1d8c0d64b3c267465e""}]",0,강준우
1,6471ea1d8c0d64b3c26746b8,2023213728@dgu.co.kr,[],false,$2b$10$UxYUl3n8RrC6iFrxZCiWruc2147L4QhN9yXwSXeWH7xQDcb1GSoJe,"[{""$oid"":""6471ea1d8c0d64b3c2674664""},{""$oid"":""6471ea1d8c0d64b3c2674624""},{""$oid"":""6471ea1d8c0d64b3c267464e""},{""$oid"":""6471ea1d8c0d64b3c267463e""},{""$oid"":""6471ea1d8c0d64b3c267464a""}]",0,김서진
1,6471ea1d8c0d64b3c26746ba,2023903800@dgu.co.kr,[],false,$2b$10$yI/SA8C1c80ttY8w8pX0f.3VvOBnFUHDrN3CvWZOZtNNJX5/SHd5G,"[{""$oid"":""6471ea1d8c0d64b3c2674648""},{""$oid"":""6471ea1d8c0d64b3c2674614""},{""$oid"":""6471ea1d8c0d64b3c2674636""},{""$oid"":""6471ea1d8c0d64b3c267462e""},{""$oid"":""6471ea1d8c0d64b3c26745f6""}]",0,정유준
1,6471ea1d8c0d64b3c26746bc,2023035593@dgu.co.kr,[],false,$2b$10$7Axu2UB7aAQ5/XA34FDXOOLedTEy9t3LshH43YzPxBa0yG4I4y6Lq,"[{""$oid"":""6471ea1d8c0d64b3c26745ec""},{""$oid"":""6471ea1d8c0d64b3c26745e8""},{""$oid"":""6471ea1d8c0d64b3c26745e0""},{""$oid"":""6471ea1d8c0d64b3c2674634""},{""$oid"":""6471ea1d8c0d64b3c2674678""},{""$oid"":""6471ea1d8c0d64b3c2674632""}]",0,서준우
1,6471ea1e8c0d64b3c26746be,2023580003@dgu.co.kr,[],false,$2b$10$7DCIR/TDAvlTvrAGcvWeB.iPwl8CkjSLNGWBBEaFwaErXAZ56L1xu,"[{""$oid"":""6471ea1d8c0d64b3c2674600""},{""$oid"":""6471ea1d8c0d64b3c2674696""},{""$oid"":""6471ea1d8c0d64b3c267466a""},{""$oid"":""6471ea1d8c0d64b3c26745d8""},{""$oid"":""6471ea1d8c0d64b3c2674638""},{""$oid"":""6471ea1d8c0d64b3c2674658""}]",0,임연서
1,6471ea1e8c0d64b3c26746c0,2023871281@dgu.co.kr,[],false,$2b$10$MiHNGjxlB90JpI57p.lzpeyyUSIbg2rs0SQlsEhWV0m79xV7iqh8e,"[{""$oid"":""6471ea1d8c0d64b3c26745ea""},{""$oid"":""6471ea1d8c0d64b3c26745d6""},{""$oid"":""6471ea1d8c0d64b3c26745fa""},{""$oid"":""6471ea1d8c0d64b3c2674624""},{""$oid"":""6471ea1d8c0d64b3c2674694""}]",0,류지후
1,6471ea1e8c0d64b3c26746c2,2023807340@dgu.co.kr,[],false,$2b$10$ZuAnVpTP9..G5Z9Bu1UxKOpZQVSu/SpT3F.InCtvEySZm7S1KSg.2,"[{""$oid"":""6471ea1d8c0d64b3c267463a""},{""$oid"":""6471ea1d8c0d64b3c2674694""},{""$oid"":""6471ea1d8c0d64b3c2674686""},{""$oid"":""6471ea1d8c0d64b3c267469a""},{""$oid"":""6471ea1d8c0d64b3c26745f6""}]",0,강지훈
1,6471ea1e8c0d64b3c26746c4,2023250045@dgu.co.kr,[],false,$2b$10$DAAbXAe2HHrKEfVLO4bRReaCbaNRHHZg3NwMbGJCs2NkZ/OM8NjXK,"[{""$oid"":""6471ea1d8c0d64b3c267462e""},{""$oid"":""6471ea1d8c0d64b3c26745fa""},{""$oid"":""6471ea1d8c0d64b3c26745dc""},{""$oid"":""6471ea1d8c0d64b3c2674678""}]",0,김지환
1,6471ea1e8c0d64b3c26746c6,2023616521@dgu.co.kr,[],false,$2b$10$.YT3T.TRneQADHYjaTGfD.R/Prxz1NOqlDkeJ5a06pJNrE5weIFUK,"[{""$oid"":""6471ea1d8c0d64b3c2674610""},{""$oid"":""6471ea1d8c0d64b3c267466e""},{""$oid"":""6471ea1d8c0d64b3c2674660""},{""$oid"":""6471ea1d8c0d64b3c2674662""},{""$oid"":""6471ea1d8c0d64b3c267467c""},{""$oid"":""6471ea1d8c0d64b3c267462c""}]",0,박도준
1,6471ea1e8c0d64b3c26746c8,2023330722@dgu.co.kr,[],false,$2b$10$KYn9l/fN6eiz8cfL7/Mr3ewsHOQhPgulbahHsu5QD3C6wrho4KQMu,"[{""$oid"":""6471ea1d8c0d64b3c2674650""},{""$oid"":""6471ea1d8c0d64b3c26745ec""},{""$oid"":""6471ea1d8c0d64b3c2674678""},{""$oid"":""6471ea1d8c0d64b3c26745f2""},{""$oid"":""6471ea1d8c0d64b3c26745f8""}]",0,조지우
1,6471ea1e8c0d64b3c26746ca,2023803939@dgu.co.kr,[],false,$2b$10$lxuFO2.ibgqtmSXEa3q1pOPn2vij9Pkt8fLp73w7JWcg.yQuVRkna,"[{""$oid"":""6471ea1d8c0d64b3c2674652""},{""$oid"":""6471ea1d8c0d64b3c267465e""},{""$oid"":""6471ea1d8c0d64b3c267466a""},{""$oid"":""6471ea1d8c0d64b3c2674612""}]",0,윤지호
1,6471ea1e8c0d64b3c26746cc,2023501879@dgu.co.kr,[],false,$2b$10$3uNDDh1KQcuXX5R1eDeKT.8CZWCs7/dG6w6.Lj1sXZdy96QhIjeVa,"[{""$oid"":""6471ea1d8c0d64b3c26745e0""},{""$oid"":""6471ea1d8c0d64b3c2674642""},{""$oid"":""6471ea1d8c0d64b3c2674664""},{""$oid"":""6471ea1d8c0d64b3c2674684""},{""$oid"":""6471ea1d8c0d64b3c2674600""}]",0,조도준
1,6471ea1e8c0d64b3c26746ce,2023812674@dgu.co.kr,[],false,$2b$10$e4oKwR7WBGDjgh/ZfUdw6.XSvRyTS73lGxcxMHrIfOnANbUtrzxd.,"[{""$oid"":""6471ea1d8c0d64b3c26745fa""},{""$oid"":""6471ea1d8c0d64b3c26745e2""},{""$oid"":""6471ea1d8c0d64b3c267461c""},{""$oid"":""6471ea1d8c0d64b3c267466e""}]",0,홍민영
1,6471ea1e8c0d64b3c26746d0,2023723855@dgu.co.kr,[],false,$2b$10$1CCEDH2.4Tr2pYnlPNcUaeP.ua99RkI5gVoF9mK7JbF53qcYdBkva,"[{""$oid"":""6471ea1d8c0d64b3c26745d4""},{""$oid"":""6471ea1d8c0d64b3c267464c""},{""$oid"":""6471ea1d8c0d64b3c267462a""},{""$oid"":""6471ea1d8c0d64b3c267465a""},{""$oid"":""6471ea1d8c0d64b3c26745fc""}]",0,서예빈
1,6471ea1e8c0d64b3c26746d2,2023563084@dgu.co.kr,[],false,$2b$10$YHcfn2p7ZdPgrSYVMLXBM.vfPSNyyGUr6/8XQcw2XtvZqqWoyX71C,"[{""$oid"":""6471ea1d8c0d64b3c26745fa""},{""$oid"":""6471ea1d8c0d64b3c2674622""},{""$oid"":""6471ea1d8c0d64b3c267465c""},{""$oid"":""6471ea1d8c0d64b3c2674636""},{""$oid"":""6471ea1d8c0d64b3c2674698""}]",0,황세아
1,6471ea1e8c0d64b3c26746d4,2023930670@dgu.co.kr,[],false,$2b$10$183xecuP7p8tBOSOVgvvfuNMBBIE3qimCl880mFa/bTfrj4EXJIKu,"[{""$oid"":""6471ea1d8c0d64b3c2674652""},{""$oid"":""6471ea1d8c0d64b3c267467a""},{""$oid"":""6471ea1d8c0d64b3c267460e""},{""$oid"":""6471ea1d8c0d64b3c267461e""},{""$oid"":""6471ea1d8c0d64b3c2674672""},{""$oid"":""6471ea1d8c0d64b3c2674648""}]",0,권유준
1,6471ea1e8c0d64b3c26746d6,2023119515@dgu.co.kr,[],false,$2b$10$rFwcVRUv1uU/S.NQFI0GauobtwzEu9bjpfazyqpZkj2OFl/H8yoGa,"[{""$oid"":""6471ea1d8c0d64b3c26745fe""},{""$oid"":""6471ea1d8c0d64b3c267468a""},{""$oid"":""6471ea1d8c0d64b3c2674638""},{""$oid"":""6471ea1d8c0d64b3c2674628""},{""$oid"":""6471ea1d8c0d64b3c267460e""}]",0,장서연
1,6471ea1e8c0d64b3c26746d8,2023924936@dgu.co.kr,[],false,$2b$10$/Hd1jFBrdKk/k82rfUDpsuorTloYC1XB6CXt8scT3lZ39cMjfw6pG,"[{""$oid"":""6471ea1d8c0d64b3c2674620""},{""$oid"":""6471ea1d8c0d64b3c2674696""},{""$oid"":""6471ea1d8c0d64b3c26745de""},{""$oid"":""6471ea1d8c0d64b3c2674638""},{""$oid"":""6471ea1d8c0d64b3c267460a""},{""$oid"":""6471ea1d8c0d64b3c26745e8""}]",0,장소영
1,6471ea1e8c0d64b3c26746da,2023582174@dgu.co.kr,[],false,$2b$10$WWCvSDfzAHHRiYroDr473Oopig8pvFODW1/jQovobunB0xuwRDqqC,"[{""$oid"":""6471ea1d8c0d64b3c2674680""},{""$oid"":""6471ea1d8c0d64b3c2674618""},{""$oid"":""6471ea1d8c0d64b3c267464e""},{""$oid"":""6471ea1d8c0d64b3c26745f8""},{""$oid"":""6471ea1d8c0d64b3c2674692""},{""$oid"":""6471ea1d8c0d64b3c2674666""}]",0,안지후
1,6471ea1e8c0d64b3c26746dc,2023054716@dgu.co.kr,[],false,$2b$10$Ks5ZJ.Jl9UvjpKo8fM5DcuzDe4X2KnF/QRIN2wddZp8q/6VSZKQJC,"[{""$oid"":""6471ea1d8c0d64b3c2674698""},{""$oid"":""6471ea1d8c0d64b3c26745f8""},{""$oid"":""6471ea1d8c0d64b3c2674604""},{""$oid"":""6471ea1d8c0d64b3c2674614""}]",0,최정훈
1,6471ea1e8c0d64b3c26746de,2023894078@dgu.co.kr,[],false,$2b$10$4Urrqf8XQmcRUAfHFMUPM.RmwfYir82zOoOH5a7LjQVR9cmPC66uO,"[{""$oid"":""6471ea1d8c0d64b3c26745f6""},{""$oid"":""6471ea1d8c0d64b3c2674672""},{""$oid"":""6471ea1d8c0d64b3c26745f8""},{""$oid"":""6471ea1d8c0d64b3c2674686""},{""$oid"":""6471ea1d8c0d64b3c267468e""},{""$oid"":""6471ea1d8c0d64b3c2674620""}]",0,홍유준
1,6471ea1e8c0d64b3c26746e0,2023060096@dgu.co.kr,[],false,$2b$10$E.eNrLSyk4ItdblY5F/GBeimUU50Qn9SBzzjCVII5jSztIfGga7UC,"[{""$oid"":""6471ea1d8c0d64b3c2674632""},{""$oid"":""6471ea1d8c0d64b3c267468a""},{""$oid"":""6471ea1d8c0d64b3c267466e""},{""$oid"":""6471ea1d8c0d64b3c2674640""},{""$oid"":""6471ea1d8c0d64b3c26745d8""},{""$oid"":""6471ea1d8c0d64b3c2674664""}]",0,황준우
1,6471ea1e8c0d64b3c26746e2,2023441479@dgu.co.kr,[],false,$2b$10$epHezMccyISwaTQzjeogcOEM.Q8cQ.RlE1n7uy.3SbjoOW6sd5lIm,"[{""$oid"":""6471ea1d8c0d64b3c2674612""},{""$oid"":""6471ea1d8c0d64b3c2674604""},{""$oid"":""6471ea1d8c0d64b3c26745fa""},{""$oid"":""6471ea1d8c0d64b3c26745dc""},{""$oid"":""6471ea1d8c0d64b3c267463c""}]",0,서서연
1,6471ea1e8c0d64b3c26746e4,2023537064@dgu.co.kr,[],false,$2b$10$2RQ81ZEOxb7FRh9KPvk0Y.EvQWUfPLEsRzeQZBagujvdIKYk22wPi,"[{""$oid"":""6471ea1d8c0d64b3c2674686""},{""$oid"":""6471ea1d8c0d64b3c267465a""},{""$oid"":""6471ea1d8c0d64b3c2674652""},{""$oid"":""6471ea1d8c0d64b3c2674688""},{""$oid"":""6471ea1d8c0d64b3c2674644""}]",0,고도윤
1,6471ea1e8c0d64b3c26746e6,2023790698@dgu.co.kr,[],false,$2b$10$Vw/TCiHMZnDwUhJAMAVSx.v38W6eF04M3y9wYT4b7rg1C55cWvKKW,"[{""$oid"":""6471ea1d8c0d64b3c267467a""},{""$oid"":""6471ea1d8c0d64b3c26745ee""},{""$oid"":""6471ea1d8c0d64b3c26745f4""},{""$oid"":""6471ea1d8c0d64b3c267463e""}]",0,허준호
1,6471ea1f8c0d64b3c26746e8,2023035155@dgu.co.kr,[],false,$2b$10$FpfxqeZFJF8PLCKboECnruBVt6tQ7w/td6H0VQuJBG.1bBAV9Yyuy,"[{""$oid"":""6471ea1d8c0d64b3c2674618""},{""$oid"":""6471ea1d8c0d64b3c26745fa""},{""$oid"":""6471ea1d8c0d64b3c267467c""},{""$oid"":""6471ea1d8c0d64b3c2674658""},{""$oid"":""6471ea1d8c0d64b3c2674604""},{""$oid"":""6471ea1d8c0d64b3c2674692""}]",0,서소영
1,6471ea1f8c0d64b3c26746ea,2023598496@dgu.co.kr,[],false,$2b$10$eUfRvkIeCRYuBQFM725eNOpm3b6f2bcHfYkGPKnrf3umKofXklp/2,"[{""$oid"":""6471ea1d8c0d64b3c2674612""},{""$oid"":""6471ea1d8c0d64b3c267467c""},{""$oid"":""6471ea1d8c0d64b3c267468e""},{""$oid"":""6471ea1d8c0d64b3c267461e""},{""$oid"":""6471ea1d8c0d64b3c2674698""},{""$oid"":""6471ea1d8c0d64b3c267466c""}]",0,강준서
1,6471ea1f8c0d64b3c26746ec,2023218888@dgu.co.kr,[],false,$2b$10$l3e3Lca30EsBnfEK3CBX..3hgPZAEExJBxhk1qEZmYMGapScnoac2,"[{""$oid"":""6471ea1d8c0d64b3c267461e""},{""$oid"":""6471ea1d8c0d64b3c267463e""},{""$oid"":""6471ea1d8c0d64b3c2674648""},{""$oid"":""6471ea1d8c0d64b3c267464a""},{""$oid"":""6471ea1d8c0d64b3c2674672""},{""$oid"":""6471ea1d8c0d64b3c26745e4""}]",0,권예빈
1,6471ea1f8c0d64b3c26746ee,2023588259@dgu.co.kr,[],false,$2b$10$m0WS07IkgC7pimN8wII/HOCwVs41HE3yfjZIh14P1yr4KxxWhXm..,"[{""$oid"":""6471ea1d8c0d64b3c26745ea""},{""$oid"":""6471ea1d8c0d64b3c26745e0""},{""$oid"":""6471ea1d8c0d64b3c267465c""},{""$oid"":""6471ea1d8c0d64b3c26745d8""}]",0,한정훈
1,6471ea1f8c0d64b3c26746f0,2023117662@dgu.co.kr,[],false,$2b$10$8wmOLEPQo1lp3wtN7NEuzepyOV.cBoYOWdY3k39qc6IvGGefygfTO,"[{""$oid"":""6471ea1d8c0d64b3c26745d4""},{""$oid"":""6471ea1d8c0d64b3c2674614""},{""$oid"":""6471ea1d8c0d64b3c26745d8""},{""$oid"":""6471ea1d8c0d64b3c2674666""}]",0,고도윤
1,6471ea1f8c0d64b3c26746f2,2023392285@dgu.co.kr,[],false,$2b$10$gV6LU6iKE1QZ/xD0S1ZMuehA1hDdL8opJGIcmwz0ygcPVvg2pHjCi,"[{""$oid"":""6471ea1d8c0d64b3c2674610""},{""$oid"":""6471ea1d8c0d64b3c26745f6""},{""$oid"":""6471ea1d8c0d64b3c267465a""},{""$oid"":""6471ea1d8c0d64b3c26745de""},{""$oid"":""6471ea1d8c0d64b3c26745f2""},{""$oid"":""6471ea1d8c0d64b3c2674694""}]",0,고윤우
1,6471ea1f8c0d64b3c26746f4,2023629376@dgu.co.kr,[],false,$2b$10$t7r/UGIf1jLtXyFLBe9TL.AzObqHZ8YKdLOt2FxtoQ/gymKTseL9K,"[{""$oid"":""6471ea1d8c0d64b3c267465c""},{""$oid"":""6471ea1d8c0d64b3c267460c""},{""$oid"":""6471ea1d8c0d64b3c2674604""},{""$oid"":""6471ea1d8c0d64b3c2674612""},{""$oid"":""6471ea1d8c0d64b3c26745e8""}]",0,신유준
1,6471ea1f8c0d64b3c26746f6,2023576427@dgu.co.kr,[],false,$2b$10$zSgsZN5yKML.BoUMhoXl/.f2Mm.kybzMfBXHIq2iLH/F0aFvW1Z7O,"[{""$oid"":""6471ea1d8c0d64b3c26745f0""},{""$oid"":""6471ea1d8c0d64b3c267461e""},{""$oid"":""6471ea1d8c0d64b3c26745ee""},{""$oid"":""6471ea1d8c0d64b3c267465a""},{""$oid"":""6471ea1d8c0d64b3c267464a""},{""$oid"":""6471ea1d8c0d64b3c2674694""}]",0,황지우
1,6471ea1f8c0d64b3c26746f8,2023493414@dgu.co.kr,[],false,$2b$10$Xn5sXikH4RJf5XQP.tXoK.ifmZvD4LzSxtRHeJNZl9WbkxWF.dk7K,"[{""$oid"":""6471ea1d8c0d64b3c2674686""},{""$oid"":""6471ea1d8c0d64b3c2674636""},{""$oid"":""6471ea1d8c0d64b3c2674668""},{""$oid"":""6471ea1d8c0d64b3c267463a""}]",0,권세아
1,6471ea1f8c0d64b3c26746fa,2023338293@dgu.co.kr,[],false,$2b$10$VxP9y82VvIW14AXcJ3VC7.b2pqGJWbOD64tY739yFEmh2qnEKXjxq,"[{""$oid"":""6471ea1d8c0d64b3c2674604""},{""$oid"":""6471ea1d8c0d64b3c26745e2""},{""$oid"":""6471ea1d8c0d64b3c2674626""},{""$oid"":""6471ea1d8c0d64b3c26745fc""}]",0,오하준
1,6471ea1f8c0d64b3c26746fc,2023760197@dgu.co.kr,[],false,$2b$10$.xWwJNaJCAuiXxPycB/k9OpFR/f3/8NILjAtZ5KBoRVSqXgbKRbqC,"[{""$oid"":""6471ea1d8c0d64b3c2674648""},{""$oid"":""6471ea1d8c0d64b3c2674608""},{""$oid"":""6471ea1d8c0d64b3c2674666""},{""$oid"":""6471ea1d8c0d64b3c2674606""},{""$oid"":""6471ea1d8c0d64b3c2674624""}]",0,한시윤
1,6471ea1f8c0d64b3c26746fe,2023304881@dgu.co.kr,[],false,$2b$10$U9WtO0kmRGhj/X8jWkQe5OZQ9B0r76mqqw7R7AnSIAocSESFCOkFm,"[{""$oid"":""6471ea1d8c0d64b3c267465a""},{""$oid"":""6471ea1d8c0d64b3c2674626""},{""$oid"":""6471ea1d8c0d64b3c2674676""},{""$oid"":""6471ea1d8c0d64b3c267467e""},{""$oid"":""6471ea1d8c0d64b3c267462e""}]",0,최유빈
1,6471ea1f8c0d64b3c2674700,2023044232@dgu.co.kr,[],false,$2b$10$w48YYTELVYhKuujz9RKbqOLytZ9zAG9mxdddXZpNTVrO8R/AkTyEO,"[{""$oid"":""6471ea1d8c0d64b3c26745e4""},{""$oid"":""6471ea1d8c0d64b3c26745dc""},{""$oid"":""6471ea1d8c0d64b3c2674650""},{""$oid"":""6471ea1d8c0d64b3c267462e""},{""$oid"":""6471ea1d8c0d64b3c2674616""},{""$oid"":""6471ea1d8c0d64b3c2674618""}]",0,박서준
1,6471ea1f8c0d64b3c2674702,2023446440@dgu.co.kr,[],false,$2b$10$Gc4k8o2kW.6ofRp58h3HaORN.qVfp.kY21wAJ08jNkKx6AfQ4cd5W,"[{""$oid"":""6471ea1d8c0d64b3c2674624""},{""$oid"":""6471ea1d8c0d64b3c267465a""},{""$oid"":""6471ea1d8c0d64b3c26745f0""},{""$oid"":""6471ea1d8c0d64b3c267463e""},{""$oid"":""6471ea1d8c0d64b3c267462e""},{""$oid"":""6471ea1d8c0d64b3c2674626""}]",0,진준우
1,6471ea1f8c0d64b3c2674704,2023296626@dgu.co.kr,[],false,$2b$10$kfWKb/i12IIvrqeQaOjl/uKobWnX9gb0iQrR.ZKoSsk2MhjLKJr4u,"[{""$oid"":""6471ea1d8c0d64b3c2674616""},{""$oid"":""6471ea1d8c0d64b3c267468e""},{""$oid"":""6471ea1d8c0d64b3c267467c""},{""$oid"":""6471ea1d8c0d64b3c26745fe""},{""$oid"":""6471ea1d8c0d64b3c2674634""},{""$oid"":""6471ea1d8c0d64b3c2674636""}]",0,오현우
1,6471ea1f8c0d64b3c2674706,2023176478@dgu.co.kr,[],false,$2b$10$DF7CyLe1EYxSPxWsf.6QgulM0Lv2MpX0TFfZocvh58OJQASiCpgWq,"[{""$oid"":""6471ea1d8c0d64b3c2674652""},{""$oid"":""6471ea1d8c0d64b3c26745ec""},{""$oid"":""6471ea1d8c0d64b3c2674664""},{""$oid"":""6471ea1d8c0d64b3c2674684""},{""$oid"":""6471ea1d8c0d64b3c2674692""},{""$oid"":""6471ea1d8c0d64b3c2674620""}]",0,김정훈
1,6471ea1f8c0d64b3c2674708,2023894713@dgu.co.kr,[],false,$2b$10$kXfftTu0tEZQeIBCVEacoO82eq2vKHbN0P8wVxgqv8YjMljAHW/5K,"[{""$oid"":""6471ea1d8c0d64b3c2674684""},{""$oid"":""6471ea1d8c0d64b3c26745e2""},{""$oid"":""6471ea1d8c0d64b3c26745e4""},{""$oid"":""6471ea1d8c0d64b3c2674602""},{""$oid"":""6471ea1d8c0d64b3c267468c""}]",0,최준호
1,6471ea1f8c0d64b3c267470a,2023200322@dgu.co.kr,[],false,$2b$10$7CmZ3HCu8kjSK0h3ZDtr...69vd/CnLBb.MBCyx8xyooL/oncnyV6,"[{""$oid"":""6471ea1d8c0d64b3c2674608""},{""$oid"":""6471ea1d8c0d64b3c26745d6""},{""$oid"":""6471ea1d8c0d64b3c26745da""},{""$oid"":""6471ea1d8c0d64b3c2674658""}]",0,안세아
